,unix,tether_mcap
957,1510358400,597346828.01851
958,1510444800,598321089.15239
959,1510531200,599946432.95736
960,1510617600,597380274.62712
961,1510704000,596911000.30284
962,1510790400,609862457.282624
963,1510876800,645434971.8904
964,1510963200,645498058.686
965,1511049600,675398808.7712
966,1511136000,674246640.39239
967,1511222400,673371208.41388
968,1511308800,673597997.26876
969,1511395200,675338061.7565
970,1511481600,677025478.8315
971,1511568000,678652148.8918
972,1511654400,684545632.63541
973,1511740800,676554013.42165
974,1511827200,675352570.66823
975,1511913600,753155768.99724
976,1512000000,770817102.3972
977,1512086400,770465654.41712
978,1512172800,813716975.598588
979,1512259200,808849965.874896
980,1512345600,815458158.70596
981,1512432000,815938428.94128
982,1512518400,821587709.3364
983,1512604800,839414689.2576
984,1512691200,828303352.4574
985,1512777600,829044108.24408
986,1512864000,827578877.01768
987,1512950400,847994833.6236
988,1513036800,901154972.79288
989,1513123200,906317625.59208
990,1513209600,975026426.11416
991,1513296000,1035362386.26192
992,1513382400,1127398787.93652
993,1513468800,1130923692.58272
994,1513555200,1134907394.3416
995,1513641600,1186948145.3469
996,1513728000,1169716348.4943
997,1513814400,1228224344.44384
998,1513900800,1261149312.73795
999,1513987200,1281430508.524
1000,1514073600,1253658060.2404
1001,1514160000,1231842071.25973
1002,1514246400,1223510336.77465
1003,1514332800,1222596769.3969
1004,1514419200,1280149371.34987
1005,1514505600,1372549809.86862
1006,1514592000,1393290051.79754
1007,1514678400,1384972065.58858
1008,1514764800,1380279517.44767
1009,1514851200,1373452749.16104
1010,1514937600,1389678294.62786
1011,1515024000,1472112403.15338
1012,1515110400,1467642069.599715
1013,1515196800,1480612643.30961
1014,1515283200,1470042396.48321
1015,1515369600,1486176703.79184
1016,1515456000,1474241133.41703
1017,1515542400,1471466443.6251
1018,1515628800,1477133270.39592
1019,1515715200,1473800706.46593
1020,1515801600,1471481124.52347
1021,1515888000,1493076726.02574
1022,1515974400,1479012425.38728
1023,1516060800,1667199879.47805
1024,1516147200,1651892740.29247
1025,1516233600,1653834449.28007
1026,1516320000,1627071227.06765
1027,1516406400,1623851226.32988
1028,1516492800,1622945095.469
1029,1516579200,1606354810.260781
1030,1516665600,1629643991.47622
1031,1516752000,1625954744.39978
1032,1516838400,1616581144.262141
1033,1516924800,1605304669.316654
1034,1517011200,1610901645.473411
1035,1517097600,2252858690.033376
1036,1517184000,2269639107.04296
1037,1517270400,2266183243.262952
1038,1517356800,2224566037.382556
1039,1517443200,2201862496.650726
1040,1517529600,2169643006.341678
1041,1517616000,2193721155.581718
1042,1517702400,2215748449.568808
1043,1517788800,2208046102.380972
1044,1517875200,2240775535.07724
1045,1517961600,2207205806.012466
1046,1518048000,2216289431.927424
1047,1518134400,2256871977.38688
1048,1518220800,2220887781.97566
1049,1518307200,2229312917.06886
1050,1518393600,2231929143.22938
